Order ID,Order Date,Order Priority,Order Quantity, Sales ,Discount, Profit ,Unit Price,Shipping Cost,Customer Name,Province,Region,Product Category,Product Sub-Category,Ship Date,,,,,,,,
34338,30-Jun-2010,Low,26," $1,050 ",0.04,$265.1,38.76,13.26,Sonia Cooley,Alberta,West,Office Supplies,Paper,07-May-2010,,,,,,,,
52706,07-Sep-2012,Low,34," $1,042 ",0.02,$480.5,28.53,1.49,Harry Greene,Alberta,West,Office Supplies,Binders and Binder Accessories,16-Jul-2012,,,,,,,,
18496,15-May-2009,High,30, $991 ,0.01,$46.3,30.98,6.5,Larry Tron,Alberta,West,Technology,Computer Peripherals,16-May-2009,,,,,,,,
14883,05-Jun-2011,Low,38, $978 ,0.07,-$211.6,25.98,14.36,Jason Fortune,Alberta,West,Furniture,Chairs & Chairmats,05-Nov-2011,,,,,,,,
14563,12-Feb-2011,Critical,31, $953 ,0.02,$298.5,35.99,5.99,Becky Pak,Alberta,West,Technology,Telephones and Communication,12-Mar-2011,,,,,,,,
45511,21-Aug-2010,Low,31, $951 ,0.08,"-$1,099.5",31.76,45.51,Sonia Cooley,Alberta,West,Furniture,Tables,28-Aug-2010,,,,,,,,
41154,30-Apr-2009,Low,43, $938 ,0.02,$251.2,21.98,2.87,Roger Barcio,Alberta,West,Office Supplies,Pens & Art Supplies,05-Feb-2009,,,,,,,,
35684,08-Mar-2011,Low,10, $911 ,0.07,$18.8,96.45,13.99,Cari Sayre,Alberta,West,Technology,Office Machines,08-Aug-2011,,,,,,,,
11972,01-Mar-2009,Not Specified,4, $896 ,0,-$452.3,213.45,14.7,Ann Steele,Alberta,West,Technology,Office Machines,01-May-2009,,,,,,,,
2659,17-Dec-2010,Not Specified,50, $882 ,0.08,$41.3,18.97,9.03,Alice McCarthy,Alberta,West,Office Supplies,Paper,19-Dec-2010,,,,,,,,
25603,03-May-2011,Low,23, $863 ,0.04,$122.1,35.89,14.72,Alyssa Crouse,Alberta,West,Office Supplies,Envelopes,03-Jul-2011,,,,,,,,
16805,30-Dec-2011,Low,29, $853 ,0.08,$358.7,30.44,1.49,Alice McCarthy,Alberta,West,Office Supplies,Binders and Binder Accessories,01-Jan-2012,,,,,,,,
1280,01-Oct-2010,Low,40, $827 ,0.05,-$170.9,20.97,6.5,Harold Dahlen,Alberta,West,Technology,Computer Peripherals,01-Oct-2010,,,,,,,,
36292,02-Jul-2010,Critical,37, $817 ,0.09,-$182.8,22.84,16.87,Christine Abelman,Alberta,West,Office Supplies,Paper,02-Jul-2010,,,,,,,,
22375,04-Jul-2011,Not Specified,43, $816 ,0.04,$66.1,18.97,9.54,Christine Abelman,Alberta,West,Office Supplies,Paper,04-Aug-2011,,,,,,,,
30913,22-Sep-2012,Medium,36, $796 ,0.08,$290.6,22.24,1.99,Roy Phan,Alberta,West,Technology,Computer Peripherals,24-Sep-2012,,,,,,,,
31043,15-Jul-2009,High,49, $772 ,0.02,$299.3,15.28,1.99,Bobby Odegard,Alberta,West,Technology,Computer Peripherals,16-Jul-2009,,,,,,,,
13282,05-Sep-2012,Low,22, $764 ,0.09,-$126.6,34.98,7.53,Roy Phan,Alberta,West,Technology,Computer Peripherals,14-May-2012,,,,,,,,
12481,07-Oct-2011,Critical,37, $744 ,0.04,$215.8,20.89,1.99,Chuck Clark,Alberta,West,Technology,Computer Peripherals,07-Dec-2011,,,,,,,,
35811,01-Mar-2012,Critical,49, $742 ,0.1,$352.4,15.57,1.39,Chuck Clark,Alberta,West,Office Supplies,Envelopes,01-Apr-2012,,,,,,,,
44005,09-Mar-2010,Medium,7, $733 ,0.02,-$270.5,99.99,19.99,Shaun Chance,Alberta,West,Technology,Computer Peripherals,09-Apr-2010,,,,,,,,
59942,02-Aug-2009,Medium,47, $714 ,0.07,-$268.7,15.98,8.99,Max Engle,Alberta,West,Technology,Computer Peripherals,02-Oct-2009,,,,,,,,
11846,20-Apr-2010,Low,28, $707 ,0.01,-$50.3,24.98,8.79,Ken Dana,Alberta,West,Office Supplies,Storage & Organization,27-Apr-2010,,,,,,,,
45668,12-Dec-2010,Not Specified,8, $705 ,0.01,-$298.9,81.94,55.81,Shaun Chance,Alberta,West,Furniture,Bookcases,13-Dec-2010,,,,,,,,
4199,02-Dec-2012,Critical,43, $640 ,0.01,$102.5,14.2,5.3,Bruce Money,Alberta,West,Furniture,Office Furnishings,13-Feb-2012,,,,,,,,
36387,11-Jul-2011,High,32, $616 ,0.09,$148.3,20.89,1.99,Brian DeCherney,Alberta,West,Technology,Computer Peripherals,11-Oct-2011,,,,,,,,
7552,09-Oct-2012,Critical,49, $588 ,0.09,$26.3,12.98,3.14,Chuck Clark,Alberta,West,Office Supplies,"Scissors, Rulers and Trimmers",09-Dec-2012,,,,,,,,
43911,14-Jan-2009,Medium,29, $578 ,0.06,-$53.9,19.99,11.17,Tamara Manning,Alberta,West,Furniture,Office Furnishings,14-Jan-2009,,,,,,,,
11648,04-Sep-2011,Low,33, $571 ,0,-$142.8,16.74,7.04,Brian DeCherney,Alberta,West,Office Supplies,Storage & Organization,04-Sep-2011,,,,,,,,
57281,20-Apr-2010,High,26, $562 ,0.07,-$111.3,22.38,15.1,Andy Yotov,Alberta,West,Office Supplies,Binders and Binder Accessories,20-Apr-2010,,,,,,,,
24260,10-Mar-2010,Not Specified,48, $548 ,0.09,-$47.9,11.97,4.98,Roger Barcio,Alberta,West,Office Supplies,Appliances,10-Apr-2010,,,,,,,,
52357,09-Mar-2009,Not Specified,49, $541 ,0.05,$90.6,10.98,4.8,Bobby Odegard,Alberta,West,Office Supplies,Envelopes,09-May-2009,,,,,,,,
5347,21-Feb-2011,Medium,7, $526 ,0.04,-$60.7,85.99,1.25,Kelly Williams,Alberta,West,Technology,Telephones and Communication,23-Feb-2011,,,,,,,,
20128,31-Aug-2009,Not Specified,5, $515 ,0.03,-$152.5,95.43,19.99,Chuck Clark,Alberta,West,Office Supplies,Storage & Organization,09-Feb-2009,,,,,,,,
39075,19-Feb-2012,Not Specified,50, $512 ,0.01,$250.7,10.35,0.99,Quincy Jones,Alberta,West,Office Supplies,Labels,20-Feb-2012,,,,,,,,
25824,09-Apr-2009,Medium,6, $508 ,0.04,-$258.2,95.99,4.9,Christine Abelman,Alberta,West,Technology,Telephones and Communication,09-Jun-2009,,,,,,,,
30913,22-Sep-2012,Medium,24, $497 ,0.07,$49.9,19.98,10.49,Roy Phan,Alberta,West,Furniture,Office Furnishings,24-Sep-2012,,,,,,,,
36998,29-Sep-2012,Low,50, $481 ,0.07,-$409.2,9.98,12.52,Christine Abelman,Alberta,West,Furniture,Office Furnishings,10-Apr-2012,,,,,,,,
26947,06-Apr-2010,High,4, $467 ,0.01,-$212.3,100.8,60,Bruce Money,Alberta,West,Furniture,Tables,06-Jul-2010,,,,,,,,
7078,04-Nov-2010,High,29, $466 ,0.02,$65.4,14.98,8.99,Ricardo Block,Alberta,West,Furniture,Office Furnishings,04-Dec-2010,,,,,,,,
38914,30-May-2012,Medium,43, $447 ,0.08,-$14.3,10.64,5.16,Alyssa Crouse,Alberta,West,Furniture,Office Furnishings,31-May-2012,,,,,,,,
36101,20-Aug-2012,High,3, $446 ,0.09,-$271.3,140.98,53.48,Ann Steele,Alberta,West,Furniture,Bookcases,21-Aug-2012,,,,,,,,
51842,28-Nov-2011,Low,4, $431 ,0.07,-$244.3,101.41,35,Tamara Manning,Alberta,West,Office Supplies,Storage & Organization,12-Feb-2011,,,,,,,,
40102,02-Mar-2011,Medium,46, $412 ,0.06,$2.7,8.67,3.5,Alice McCarthy,Alberta,West,Office Supplies,Appliances,02-May-2011,,,,,,,,
11169,21-May-2010,Medium,46, $399 ,0.08,-$26.5,8.85,5.6,Christine Abelman,Alberta,West,Office Supplies,Binders and Binder Accessories,22-May-2010,,,,,,,,
12481,07-Oct-2011,Critical,12, $389 ,0.01,$103.1,35.99,0.99,Chuck Clark,Alberta,West,Technology,Telephones and Communication,07-Oct-2011,,,,,,,,
27872,13-Oct-2011,Not Specified,25, $389 ,0.01,$36.4,14.27,7.27,Shaun Chance,Alberta,West,Office Supplies,Binders and Binder Accessories,15-Oct-2011,,,,,,,,
21510,05-Aug-2012,High,16, $372 ,0.04,$98.3,22.24,1.99,Alyssa Crouse,Alberta,West,Technology,Computer Peripherals,05-Aug-2012,,,,,,,,
26979,28-Mar-2012,Medium,43, $337 ,0.05,$147.2,7.98,1.25,Tom Boeckenhauer,Alberta,West,Office Supplies,Paper,30-Mar-2012,,,,,,,,
194,04-Apr-2012,Medium,49, $329 ,0.1,-$197.3,7.28,7.98,Maria Zettner,Alberta,West,Furniture,Office Furnishings,04-Jun-2012,,,,,,,,
23906,20-Sep-2010,Critical,37, $321 ,0.1,-$11.9,8.67,3.5,Alyssa Crouse,Alberta,West,Office Supplies,Appliances,21-Sep-2010,,,,,,,,
14597,30-Aug-2010,Critical,41, $320 ,0.03,-$66.4,7.68,6.16,Lauren Leatherbury,Alberta,West,Office Supplies,Binders and Binder Accessories,31-Aug-2010,,,,,,,,
19140,30-Sep-2009,Medium,47, $314 ,0.07,-$66.0,6.54,5.27,Ann Steele,Alberta,West,Office Supplies,Binders and Binder Accessories,10-Jan-2009,,,,,,,,
35936,21-Jan-2009,Medium,41, $312 ,0.08,-$10.4,7.84,4.71,Roy Phan,Alberta,West,Office Supplies,Binders and Binder Accessories,22-Jan-2009,,,,,,,,
7904,27-May-2010,Low,47, $298 ,0.08,$146.7,6.3,0.5,Tom Boeckenhauer,Alberta,West,Office Supplies,Labels,06-May-2010,,,,,,,,
32931,15-Feb-2010,Low,25, $298 ,0.08,-$60.8,12.44,6.27,Shaun Chance,Alberta,West,Office Supplies,Storage & Organization,20-Feb-2010,,,,,,,,
34179,11-Feb-2011,Not Specified,21, $293 ,0.07,$44.6,14.48,1.99,Brian DeCherney,Alberta,West,Technology,Computer Peripherals,11-Apr-2011,,,,,,,,
23046,10-Jun-2010,Critical,33, $293 ,0.08,$93.3,8.95,2.01,Adam Shillingsburg,Alberta,West,Office Supplies,Paper,10-Aug-2010,,,,,,,,
11014,09-Jul-2010,High,39, $287 ,0.07,$110.1,7.64,1.39,Victoria Pisteka,Alberta,West,Office Supplies,Envelopes,09-Aug-2010,,,,,,,,
44869,22-Aug-2012,Medium,43, $283 ,0.03,-$155.0,6.48,7.49,Sonia Cooley,Alberta,West,Office Supplies,Paper,24-Aug-2012,,,,,,,,
20128,31-Aug-2009,Not Specified,32, $279 ,0,$48.5,8.5,1.99,Chuck Clark,Alberta,West,Technology,Computer Peripherals,09-Feb-2009,,,,,,,,
32449,12-Sep-2012,Critical,39, $278 ,0.08,-$276.9,7.28,11.15,Ann Steele,Alberta,West,Office Supplies,Paper,12-Oct-2012,,,,,,,,
47456,31-May-2012,Low,43, $277 ,0.08,-$179.1,6.48,7.91,Brian DeCherney,Alberta,West,Office Supplies,Paper,06-Jul-2012,,,,,,,,
5347,21-Feb-2011,Medium,39, $276 ,0.05,-$108.2,7.99,5.03,Kelly Williams,Alberta,West,Technology,Telephones and Communication,24-Feb-2011,,,,,,,,
48486,05-Dec-2011,High,42, $271 ,0.07,-$174.7,6.48,7.91,Frank Merwin,Alberta,West,Office Supplies,Paper,14-May-2011,,,,,,,,
18145,09-Apr-2010,Medium,47, $270 ,0.06,-$47.2,5.81,3.37,Lauren Leatherbury,Alberta,West,Office Supplies,Rubber Bands,09-May-2010,,,,,,,,
47524,15-Apr-2010,Medium,8, $269 ,0.1,-$160.7,35.77,9.02,Jeremy Lonsdale,Alberta,West,Technology,Computer Peripherals,17-Apr-2010,,,,,,,,
14597,30-Aug-2010,Critical,35, $267 ,0.07,-$36.8,7.96,4.95,Lauren Leatherbury,Alberta,West,Furniture,Office Furnishings,31-Aug-2010,,,,,,,,
36998,29-Sep-2012,Low,41, $265 ,0.1,-$237.0,6.48,9.54,Christine Abelman,Alberta,West,Office Supplies,Paper,10-Jun-2012,,,,,,,,
33700,04-Jul-2011,Low,36, $260 ,0,-$134.0,6.48,8.19,Chuck Clark,Alberta,West,Office Supplies,Paper,04-Nov-2011,,,,,,,,
3746,09-Oct-2009,Not Specified,38, $246 ,0.02,-$67.5,5.98,5.79,Alan Dominguez,Alberta,West,Office Supplies,Paper,09-Nov-2009,,,,,,,,
55490,16-Nov-2009,Medium,3, $246 ,0.04,-$184.2,70.89,89.3,Becky Pak,Alberta,West,Furniture,Tables,17-Nov-2009,,,,,,,,
54307,01-Aug-2012,High,15, $244 ,0.01,-$59.6,14.89,13.56,Lauren Leatherbury,Alberta,West,Furniture,Office Furnishings,01-Sep-2012,,,,,,,,
59686,03-Aug-2011,Low,41, $243 ,0.01,-$106.4,5.8,5.59,Shaun Chance,Alberta,West,Office Supplies,Binders and Binder Accessories,13-Mar-2011,,,,,,,,
21735,03-Sep-2010,Not Specified,23, $239 ,0.04,-$159.4,9.98,12.52,Liz Pelletier,Alberta,West,Furniture,Office Furnishings,03-Nov-2010,,,,,,,,
30401,18-Oct-2012,Medium,39, $239 ,0.07,-$57.4,5.98,5.15,Tom Boeckenhauer,Alberta,West,Office Supplies,Paper,20-Oct-2012,,,,,,,,
34311,09-May-2009,High,32, $233 ,0.03,-$262.6,6.98,9.69,Mike Pelletier,Alberta,West,Office Supplies,Storage & Organization,09-Jul-2009,,,,,,,,
42725,05-Feb-2011,Medium,18, $231 ,0.04,-$29.8,12.28,6.13,Frank Merwin,Alberta,West,Office Supplies,Storage & Organization,05-Mar-2011,,,,,,,,
11013,17-Apr-2009,High,2, $227 ,0.01,-$582.7,125.99,8.99,Ruben Dartt,Alberta,West,Technology,Telephones and Communication,18-Apr-2009,,,,,,,,
31043,15-Jul-2009,High,3, $221 ,0,-$302.2,85.99,3.3,Bobby Odegard,Alberta,West,Technology,Telephones and Communication,16-Jul-2009,,,,,,,,
55846,20-Jul-2009,Not Specified,30, $221 ,0.02,-$66.4,7.1,6.05,Cari MacIntyre,Alberta,West,Office Supplies,Binders and Binder Accessories,20-Jul-2009,,,,,,,,
59329,12-Apr-2012,Critical,41, $214 ,0.01,-$165.4,4.86,7.1,Cari MacIntyre,Alberta,West,Furniture,Office Furnishings,12-Jun-2012,,,,,,,,
59329,12-Apr-2012,Critical,41, $214 ,0.05,-$66.1,4.98,4.7,Cari MacIntyre,Alberta,West,Office Supplies,Paper,12-May-2012,,,,,,,,
18368,30-Nov-2012,Not Specified,3, $213 ,0,-$65.2,70.97,3.5,Alyssa Crouse,Alberta,West,Office Supplies,Appliances,12-Feb-2012,,,,,,,,
54949,08-Oct-2009,Low,32, $211 ,0.08,-$94.6,6.48,6.81,Shaun Chance,Alberta,West,Office Supplies,Paper,15-Aug-2009,,,,,,,,
56834,05-Jan-2011,High,33, $206 ,0.09,-$118.6,6.48,7.03,Darren Powers,Alberta,West,Office Supplies,Paper,05-Feb-2011,,,,,,,,
19457,07-Dec-2009,High,34, $203 ,0.05,$90.4,6.3,0.5,Alice McCarthy,Alberta,West,Office Supplies,Labels,13-Jul-2009,,,,,,,,
6304,08-Nov-2011,High,30, $199 ,0.01,-$83.3,6.48,6.65,Adam Shillingsburg,Alberta,West,Office Supplies,Paper,13-Aug-2011,,,,,,,,
54949,08-Oct-2009,Low,7, $192 ,0.09,-$293.7,20.98,53.03,Shaun Chance,Alberta,West,Office Supplies,Storage & Organization,17-Aug-2009,,,,,,,,
5347,21-Feb-2011,Medium,1, $187 ,0.01,-$796.8,205.99,5.26,Kelly Williams,Alberta,West,Technology,Telephones and Communication,22-Feb-2011,,,,,,,,
8165,15-Oct-2009,Low,35, $183 ,0.01,-$149.7,4.98,7.44,Cari Sayre,Alberta,West,Office Supplies,Paper,24-Oct-2009,,,,,,,,
4389,05-Apr-2009,Medium,35, $179 ,0.07,-$116.4,5.34,5.63,Victoria Pisteka,Alberta,West,Office Supplies,Binders and Binder Accessories,05-Jun-2009,,,,,,,,
42945,29-Dec-2012,Not Specified,45, $179 ,0.07,-$164.9,3.95,5.13,Quincy Jones,Alberta,West,Office Supplies,Appliances,29-Dec-2012,,,,,,,,
47778,14-Feb-2010,Critical,12, $174 ,0.06,-$24.5,13.73,6.85,Frank Merwin,Alberta,West,Furniture,Office Furnishings,16-Feb-2010,,,,,,,,
16805,30-Dec-2011,Low,26, $172 ,0.04,-$52.2,6.48,5.74,Alice McCarthy,Alberta,West,Office Supplies,Paper,01-Jan-2012,,,,,,,,
2503,19-Jun-2010,Medium,46, $171 ,0.1,$66.1,4.13,0.5,Maria Zettner,Alberta,West,Office Supplies,Labels,20-Jun-2010,,,,,,,,
39585,29-Dec-2011,Not Specified,32, $166 ,0.01,-$22.7,5.08,3.63,Max Engle,Alberta,West,Furniture,Office Furnishings,30-Dec-2011,,,,,,,,
59329,12-Apr-2012,Critical,25, $166 ,0.03,-$64.7,6.24,5.22,Cari MacIntyre,Alberta,West,Furniture,Office Furnishings,12-Apr-2012,,,,,,,,
9476,25-May-2009,Not Specified,10, $165 ,0.08,-$66.6,15.99,13.18,Ruben Dartt,Alberta,West,Office Supplies,Binders and Binder Accessories,27-May-2009,,,,,,,,
36262,27-Jul-2010,Not Specified,23, $164 ,0.03,-$47.6,6.68,6.15,Aaron Bergman,Alberta,West,Office Supplies,Paper,28-Jul-2010,,,,,,,,
2503,19-Jun-2010,Medium,9, $162 ,0.08,-$73.7,20.99,4.81,Maria Zettner,Alberta,West,Technology,Telephones and Communication,21-Jun-2010,,,,,,,,
54084,09-Oct-2011,Critical,3, $161 ,0.08,-$69.7,50.98,14.19,Lauren Leatherbury,Alberta,West,Furniture,Chairs & Chairmats,09-Dec-2011,,,,,,,,
32,15-Jul-2011,High,23, $160 ,0.04,-$85.1,7.99,5.03,Liz Pelletier,Alberta,West,Technology,Telephones and Communication,17-Jul-2011,,,,,,,,
40006,15-Jun-2009,Not Specified,35, $158 ,0.03,-$105.6,4.24,5.41,Adam Shillingsburg,Alberta,West,Office Supplies,Binders and Binder Accessories,17-Jun-2009,,,,,,,,
19140,30-Sep-2009,Medium,50, $156 ,0.09,$15.7,3.29,1.35,Ann Steele,Alberta,West,Office Supplies,Rubber Bands,10-Jan-2009,,,,,,,,
4672,11-Jun-2011,Critical,20, $152 ,0.08,-$16.6,7.7,3.68,Alan Dominguez,Alberta,West,Furniture,Office Furnishings,11-Jul-2011,,,,,,,,
35046,24-Jul-2010,Medium,21, $152 ,0.1,-$54.7,7.1,6.05,Cari Sayre,Alberta,West,Office Supplies,Binders and Binder Accessories,24-Jul-2010,,,,,,,,
37218,19-Dec-2010,High,23, $147 ,0.08,-$54.9,6.48,5.82,Frank Merwin,Alberta,West,Office Supplies,Paper,20-Dec-2010,,,,,,,,
30913,22-Sep-2012,Medium,23, $143 ,0.01,$36.8,5.98,1.49,Roy Phan,Alberta,West,Office Supplies,Binders and Binder Accessories,23-Sep-2012,,,,,,,,
40006,15-Jun-2009,Not Specified,48, $142 ,0.04,$20.3,2.94,0.7,Adam Shillingsburg,Alberta,West,Office Supplies,Pens & Art Supplies,16-Jun-2009,,,,,,,,
29317,10-Feb-2011,Not Specified,31, $141 ,0.06,-$14.5,4.71,0.7,Becky Pak,Alberta,West,Office Supplies,Rubber Bands,10-Feb-2011,,,,,,,,
39750,27-Mar-2009,High,7, $141 ,0.01,-$35.9,17.98,8.51,Adam Shillingsburg,Alberta,West,Technology,Office Machines,28-Mar-2009,,,,,,,,
12417,24-Oct-2010,Critical,19, $138 ,0.06,$34.3,7.4,1.71,Cathy Prescott,Alberta,West,Office Supplies,Paper,26-Oct-2010,,,,,,,,
36262,27-Jul-2010,Not Specified,23, $137 ,0.01,-$30.5,5.68,3.6,Aaron Bergman,Alberta,West,Office Supplies,"Scissors, Rulers and Trimmers",28-Jul-2010,,,,,,,,
42855,07-Aug-2011,Not Specified,17, $135 ,0.05,-$71.1,7.98,6.5,Sonia Cooley,Alberta,West,Office Supplies,Storage & Organization,07-Oct-2011,,,,,,,,
7142,21-Jul-2011,Critical,36, $133 ,0.06,$57.0,3.69,0.5,Cari Sayre,Alberta,West,Office Supplies,Labels,23-Jul-2011,,,,,,,,
34311,09-May-2009,High,39, $133 ,0.05,-$100.2,3.28,3.97,Mike Pelletier,Alberta,West,Office Supplies,Pens & Art Supplies,09-Jun-2009,,,,,,,,
49442,08-Sep-2012,High,11, $131 ,0.03,-$24.8,11.5,7.19,Brian DeCherney,Alberta,West,Office Supplies,Binders and Binder Accessories,08-Sep-2012,,,,,,,,
30343,21-May-2012,Critical,28, $130 ,0.08,$57.0,4.91,0.5,Brian DeCherney,Alberta,West,Office Supplies,Labels,23-May-2012,,,,,,,,
25412,06-Jun-2011,Not Specified,18, $130 ,0.01,-$99.4,6.48,9.68,Katrina Edelman,Alberta,West,Office Supplies,Paper,06-Aug-2011,,,,,,,,
26309,19-Feb-2012,Low,42, $128 ,0.09,$32.5,3.08,0.99,Alan Dominguez,Alberta,West,Office Supplies,Labels,21-Feb-2012,,,,,,,,
59329,12-Apr-2012,Critical,35, $128 ,0.08,-$135.6,3.81,5.44,Cari MacIntyre,Alberta,West,Office Supplies,Binders and Binder Accessories,12-Jun-2012,,,,,,,,
54051,08-Nov-2011,Medium,28, $127 ,0.06,$45.9,4.13,0.99,Alice McCarthy,Alberta,West,Office Supplies,Labels,08-Dec-2011,,,,,,,,
30913,22-Sep-2012,Medium,44, $126 ,0.02,$50.3,2.89,0.5,Roy Phan,Alberta,West,Office Supplies,Labels,24-Sep-2012,,,,,,,,
4705,21-Mar-2012,Not Specified,16, $124 ,0.09,-$71.4,7.98,6.5,Adrian Hane,Alberta,West,Office Supplies,Storage & Organization,23-Mar-2012,,,,,,,,
29761,07-Mar-2012,Medium,19, $124 ,0.03,-$34.2,6.24,5.22,Ken Dana,Alberta,West,Furniture,Office Furnishings,07-May-2012,,,,,,,,
52870,03-Sep-2009,Not Specified,21, $119 ,0.03,-$948.7,3.25,49,Ann Steele,Alberta,West,Office Supplies,Appliances,03-Nov-2009,,,,,,,,
44391,01-Oct-2009,Not Specified,16, $113 ,0.02,-$85.2,6.48,9.17,Ann Steele,Alberta,West,Office Supplies,Paper,01-Nov-2009,,,,,,,,
7078,04-Nov-2010,High,9, $112 ,0.01,-$8.5,11.33,6.12,Ricardo Block,Alberta,West,Office Supplies,Appliances,13-Apr-2010,,,,,,,,
9696,19-Feb-2011,Not Specified,15, $110 ,0.02,$13.9,6.75,2.99,Harold Dahlen,Alberta,West,Office Supplies,Binders and Binder Accessories,21-Feb-2011,,,,,,,,
36292,02-Jul-2010,Critical,21, $110 ,0.05,-$98.2,4.98,7.54,Christine Abelman,Alberta,West,Office Supplies,Paper,02-Aug-2010,,,,,,,,
57216,29-Jul-2010,High,48, $110 ,0.03,$4.5,2.2,1.2,Ruben Dartt,Alberta,West,Office Supplies,Pens & Art Supplies,31-Jul-2010,,,,,,,,
54656,19-Nov-2012,High,22, $110 ,0.09,-$73.4,4.54,5.83,Tamara Manning,Alberta,West,Office Supplies,Binders and Binder Accessories,21-Nov-2012,,,,,,,,
11169,21-May-2010,Medium,44, $109 ,0.09,$37.2,2.61,0.5,Christine Abelman,Alberta,West,Office Supplies,Labels,21-May-2010,,,,,,,,
48775,09-Jun-2009,Low,17, $108 ,0.09,-$62.2,6.48,6.86,Craig Carroll,Alberta,West,Office Supplies,Paper,09-Aug-2009,,,,,,,,
50246,18-Aug-2010,Medium,14, $102 ,0.05,-$47.7,6.48,7.37,Darren Powers,Alberta,West,Office Supplies,Paper,19-Aug-2010,,,,,,,,
50726,31-Oct-2011,Low,21, $99 ,0.07,$36.0,4.13,0.99,Ruben Dartt,Alberta,West,Office Supplies,Labels,31-Oct-2011,,,,,,,,
46469,16-Aug-2009,Critical,18, $93 ,0.05,-$35.4,4.98,4.7,Adam Shillingsburg,Alberta,West,Office Supplies,Paper,18-Aug-2009,,,,,,,,
52199,26-Jan-2011,Medium,19, $92 ,0.05,-$60.6,4.82,5.24,Adam Shillingsburg,Alberta,West,Office Supplies,Binders and Binder Accessories,27-Jan-2011,,,,,,,,
2503,19-Jun-2010,Medium,21, $91 ,0.03,-$71.5,4.13,5.34,Maria Zettner,Alberta,West,Office Supplies,Binders and Binder Accessories,20-Jun-2010,,,,,,,,
49218,06-Apr-2010,Low,21, $87 ,0.09,-$73.1,3.98,5.26,Ann Steele,Alberta,West,Office Supplies,Binders and Binder Accessories,06-Apr-2010,,,,,,,,
32931,15-Feb-2010,Low,31, $86 ,0.06,$32.7,2.88,0.5,Shaun Chance,Alberta,West,Office Supplies,Labels,22-Feb-2010,,,,,,,,
20193,11-Jul-2010,Medium,23, $82 ,0.07,-$121.6,3.52,6.83,Harry Greene,Alberta,West,Office Supplies,Binders and Binder Accessories,11-Sep-2010,,,,,,,,
6850,02-Nov-2010,High,8, $82 ,0.08,-$7.2,10.01,1.99,Chuck Clark,Alberta,West,Technology,Computer Peripherals,02-Nov-2010,,,,,,,,
16518,29-Sep-2012,Critical,4, $80 ,0.03,-$6.6,18.97,5.21,Ken Dana,Alberta,West,Office Supplies,Paper,30-Sep-2012,,,,,,,,
8609,14-Apr-2012,Critical,4, $72 ,0.04,-$108.1,20.99,2.5,Roy Phan,Alberta,West,Technology,Telephones and Communication,15-Apr-2012,,,,,,,,
27939,04-Oct-2012,Medium,8, $60 ,0,-$18.2,6.68,5.66,Bruce Money,Alberta,West,Office Supplies,Paper,04-Dec-2012,,,,,,,,
36998,29-Sep-2012,Low,8, $57 ,0.02,-$17.2,6.48,5.19,Christine Abelman,Alberta,West,Office Supplies,Paper,10-Jan-2012,,,,,,,,
7398,06-Jan-2009,Not Specified,6, $56 ,0.04,-$4.4,9.11,2.25,Craig Carroll,Alberta,West,Office Supplies,Pens & Art Supplies,06-Apr-2009,,,,,,,,
56069,14-Oct-2012,Low,10, $56 ,0.09,$8.8,5.68,1.39,Becky Pak,Alberta,West,Office Supplies,Envelopes,19-Oct-2012,,,,,,,,
51842,28-Nov-2011,Low,1, $54 ,0.02,-$19.1,48.91,5.81,Tamara Manning,Alberta,West,Office Supplies,Paper,12-Mar-2011,,,,,,,,
832,18-Apr-2012,Low,7, $53 ,0.02,-$17.6,6.48,5.9,Alice McCarthy,Alberta,West,Office Supplies,Paper,22-Apr-2012,,,,,,,,
33824,03-Feb-2011,Critical,19, $51 ,0.06,-$3.8,2.78,1.34,Katrina Edelman,Alberta,West,Office Supplies,Pens & Art Supplies,03-Mar-2011,,,,,,,,
17253,17-Aug-2011,Critical,13, $50 ,0.08,-$64.4,3.52,6.83,Roy Phan,Alberta,West,Office Supplies,Binders and Binder Accessories,19-Aug-2011,,,,,,,,
7078,04-Nov-2010,High,11, $50 ,0.1,-$47.0,3.36,6.27,Ricardo Block,Alberta,West,Office Supplies,Binders and Binder Accessories,04-Dec-2010,,,,,,,,
22787,04-May-2011,Medium,35, $46 ,0.06,-$16.3,1.26,0.7,Ricardo Block,Alberta,West,Office Supplies,Rubber Bands,04-May-2011,,,,,,,,
1767,13-Mar-2011,High,10, $46 ,0.05,-$7.8,4.71,0.7,Roger Barcio,Alberta,West,Office Supplies,Rubber Bands,15-Mar-2011,,,,,,,,
36548,30-Oct-2010,Low,8, $45 ,0.06,-$40.4,4.98,7.54,Max Engle,Alberta,West,Office Supplies,Paper,11-Jan-2010,,,,,,,,
38529,02-Feb-2009,Low,38, $45 ,0.02,-$0.5,1.14,0.7,Darren Powers,Alberta,West,Office Supplies,Rubber Bands,02-Feb-2009,,,,,,,,
9639,09-May-2010,Not Specified,11, $44 ,0.09,$6.7,4.13,0.99,Becky Pak,Alberta,West,Office Supplies,Labels,09-May-2010,,,,,,,,
24583,08-Sep-2011,Critical,17, $42 ,0.06,-$85.3,2.16,6.05,Becky Pak,Alberta,West,Office Supplies,Binders and Binder Accessories,08-Dec-2011,,,,,,,,
